Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784043565,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784043566,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784043567,10,,Aggregated,0.000000,0.000000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1,0,1451.8214999998236,1451.8214999998236,1451.8214999998236,1451.8214999998236,206.0
1784043568,15,,Aggregated,0.000000,0.000000,1900,1900,2500,2500,2800,2800,2800,2800,2800,2800,2800,6,0,1500,1730.8990499999102,344.5348999998714,2819.559199999958,502.8333333333333
1784043569,15,,Aggregated,0.000000,0.000000,1900,1900,2500,2500,2800,2800,2800,2800,2800,2800,2800,6,0,1500,1730.8990499999102,344.5348999998714,2819.559199999958,502.8333333333333
1784043570,15,,Aggregated,0.666667,0.000000,2000,2500,2800,2900,3000,4800,4800,4800,4800,4800,4800,14,0,1900,1810.1904571428317,19.48790000005829,4796.9298000000435,1422.7142857142858
1784043571,15,,Aggregated,0.666667,0.000000,1900,2900,3100,3300,4200,4800,5300,5300,5300,5300,5300,32,0,1500,1794.6145281249885,10.641099999929793,5255.900999999994,2374.90625
1784043572,15,,Aggregated,1.200000,0.000000,340,2500,3000,3100,4200,4800,5300,5300,5300,5300,5300,38,0,200,1512.6177236842,3.240699999878416,5255.900999999994,3081.657894736842
1784043573,15,,Aggregated,5.333333,0.000000,90,1900,2800,3000,4200,4300,5300,5300,5300,5300,5300,46,0,63,1250.8383934782469,3.240699999878416,5255.900999999994,3635.304347826087
1784043574,15,,Aggregated,4.857143,0.000000,38,1400,2500,2900,4000,4300,4800,5300,5300,5300,5300,51,0,38,1130.1347078431222,3.240699999878416,5255.900999999994,4064.450980392157
1784043575,15,,Aggregated,5.375000,0.000000,25,170,2000,2800,4000,4300,4800,5300,5300,5300,5300,60,0,20,964.0522849999836,3.240699999878416,5255.900999999994,4579.416666666667
1784043576,15,,Aggregated,5.222222,0.000000,25,150,1900,2500,3300,4200,4800,5300,5300,5300,5300,64,0,24,905.5892187499774,3.240699999878416,5255.900999999994,4512.109375
1784043577,15,,Aggregated,5.700000,0.000000,20,63,1400,2000,3100,4200,4800,5300,5300,5300,5300,72,0,19,806.2178305555329,3.240699999878416,5255.900999999994,4796.319444444444
1784043578,15,,Aggregated,6.200000,0.000000,19,53,200,1900,3100,4200,4800,5300,5300,5300,5300,77,0,19,754.9359636363426,3.240699999878416,5255.900999999994,4702.077922077922
1784043579,15,,Aggregated,7.000000,0.000000,17,38,150,1500,3000,4200,4800,5300,5300,5300,5300,85,0,17,685.0145458823348,3.240699999878416,5255.900999999994,4938.082352941176
1784043580,15,,Aggregated,7.300000,0.000000,16,35,90,340,3000,4200,4800,5300,5300,5300,5300,91,0,16,640.3250802197616,3.240699999878416,5255.900999999994,4789.175824175824
