Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784158940,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784158942,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784158943,10,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1,0,1151.4630000019679,1151.4630000019679,1151.4630000019679,1151.4630000019679,206.0
1784158944,15,,Aggregated,0.000000,0.000000,1300,1300,2300,2300,2300,2300,2300,2300,2300,2300,2300,4,0,1200,1450.9702750001452,1116.5510999999242,2254.622599997674,643.75
1784158945,15,,Aggregated,0.000000,0.000000,1200,1500,2300,2700,3600,3600,3800,3800,3800,3800,3800,30,0,1200,1245.9431666667417,3.2854000019142404,3790.2481999990414,1879.8666666666666
1784158946,15,,Aggregated,0.333333,0.000000,1200,1500,2300,2400,2900,3600,3800,3800,3800,3800,3800,31,0,1200,1205.8649096776912,3.2854000019142404,3790.2481999990414,2127.1290322580644
1784158947,15,,Aggregated,1.000000,0.000000,1100,1500,1500,2300,2900,3600,3800,3800,3800,3800,3800,36,0,59,1040.204558333749,3.1908000019029714,3790.2481999990414,2336.0833333333335
1784158948,15,,Aggregated,6.000000,0.000000,11,1200,1500,1500,2700,3600,3800,3800,3800,3800,3800,46,0,9,815.2191673917,3.081199996813666,3790.2481999990414,2307.5434782608695
1784158949,15,,Aggregated,5.142857,0.000000,9,1200,1500,1500,2700,3600,3800,3800,3800,3800,3800,49,0,9,765.5747224496885,3.081199996813666,3790.2481999990414,2309.3469387755104
1784158950,15,,Aggregated,5.142857,0.000000,7,27,1200,1500,2700,3600,3600,3800,3800,3800,3800,58,0,7,647.7202344831312,3.059199996641837,3790.2481999990414,2672.3275862068967
