Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784043323,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784043324,10,,Aggregated,0.000000,0.000000,23,44,48,57,65,66,170,170,170,170,170,30,0,22,33.304103333330204,3.7101000000347995,167.5375999998323,8406.733333333334
1784043325,20,,Aggregated,0.000000,0.000000,19,42,59,66,130,130,140,170,170,170,170,93,0,19,39.33141397849169,3.7101000000347995,167.5375999998323,8978.0
1784043326,20,,Aggregated,0.000000,0.000000,13,22,32,44,99,130,130,140,170,170,170,157,0,13,29.34087770700134,3.4602999999151507,167.5375999998323,9278.853503184713
1784043327,20,,Aggregated,15.500000,0.000000,12,18,22,29,64,120,130,130,170,170,170,217,0,12,23.950853456213853,2.965899999935573,167.5375999998323,9216.857142857143
1784043328,20,,Aggregated,32.666667,0.000000,11,17,21,24,56,100,130,130,170,170,170,277,0,11,21.82843068591277,2.965899999935573,167.5375999998323,9134.938628158845
1784043329,20,,Aggregated,39.750000,0.000000,9,14,19,21,47,99,130,130,170,170,170,340,0,9,19.079839411757774,2.9048000001239416,167.5375999998323,9270.6
1784043330,20,,Aggregated,44.800000,0.000000,9,12,17,19,35,66,130,130,170,170,170,406,0,8,17.199664039404198,2.9048000001239416,167.5375999998323,9359.965517241379
1784043331,20,,Aggregated,47.000000,0.000000,9,12,18,21,43,65,130,130,170,170,170,465,0,9,17.48732129031821,2.9048000001239416,167.5375999998323,9340.266666666666
1784043332,20,,Aggregated,49.000000,0.000000,9,13,19,22,59,110,140,170,180,180,180,516,0,9,21.599738759685497,2.9048000001239416,182.284700000082,9491.589147286822
1784043333,20,,Aggregated,50.750000,0.000000,9,14,19,23,51,110,130,170,180,180,180,579,0,9,21.084037996541905,2.5178999999297957,182.284700000082,9465.305699481865
1784043334,20,,Aggregated,51.888889,0.000000,9,13,18,22,48,100,130,170,180,180,180,640,0,9,19.95719281249606,2.5178999999297957,182.284700000082,9432.575
1784043335,20,,Aggregated,51.600000,0.000000,8,12,16,20,44,99,130,170,180,180,180,702,0,8,18.842116524213235,2.5178999999297957,182.284700000082,9355.509971509971
1784043336,20,,Aggregated,58.200000,0.000000,8,12,17,21,41,81,130,170,180,180,180,765,0,8,18.554102745094816,2.5178999999297957,182.284700000082,9380.700653594771
1784043337,20,,Aggregated,61.000000,0.000000,8,12,16,19,38,66,130,140,180,180,180,828,0,8,17.799731521736447,2.5178999999297957,182.284700000082,9402.057971014492
1784043338,20,,Aggregated,60.600000,0.000000,8,11,15,19,37,64,130,140,180,180,180,892,39,8,17.103731950668735,1.5002000000094995,182.284700000082,8895.014573991031
1784043340,20,,Aggregated,60.700000,0.000000,8,11,16,19,38,66,130,140,180,180,180,948,76,8,17.628188607591113,1.5002000000094995,182.284700000082,8375.491561181434
1784043341,20,,Aggregated,61.000000,3.900000,8,12,16,20,39,90,130,160,180,180,180,1010,118,8,18.386802475243936,1.5002000000094995,182.284700000082,7867.350495049505
1784043342,20,,Aggregated,61.000000,3.900000,8,11,16,19,38,81,130,160,180,180,180,1075,163,8,17.83027758139259,1.5002000000094995,182.284700000082,7397.422325581395
1784043343,20,,Aggregated,60.200000,11.700000,8,12,16,21,40,99,140,170,180,180,180,1132,199,8,18.99236766784207,1.5002000000094995,182.284700000082,7030.205830388692
1784043344,20,,Aggregated,60.800000,16.300000,8,12,18,22,44,99,150,170,180,190,190,1182,237,8,19.81450609136743,1.5002000000094995,193.5367999999471,6736.425549915398
1784043345,20,,Aggregated,61.400000,19.700000,8,13,18,22,45,91,140,170,180,190,190,1242,281,8,19.774210466985505,1.5002000000094995,193.5367999999471,6415.306763285024
1784043346,20,,Aggregated,61.400000,19.700000,9,13,19,23,46,90,140,170,180,190,190,1302,322,9,20.0598823348659,1.5002000000094995,193.5367999999471,6124.132104454685
